wiggle_room,allocation,2019.01.01 - 2019.04.11,2019.02.19 - 2019.05.31,2019.04.11 - 2019.07.20,2019.05.31 - 2019.09.08,2019.07.20 - 2019.10.28,sum
0.08,0.7/0.3,0.01512836495520649,0.00579316136565427,0.04643360502050441,0.013702260113901873,-0.0109712040216582,0.07008618743360884
0.1,0.7/0.3,0.017655485194106042,0.021811675226051375,0.07503702046500214,0.023970299474054917,-0.0109712040216582,0.1275032763375563
0.12,0.7/0.3,0.0,0.0,0.02560831112497554,-0.0036001350933808837,-0.011900429186437274,0.01010774684515738
0.14,0.7/0.3,0.0,0.0,0.02560831112497554,0.0,0.0,0.02560831112497554
0.16,0.7/0.3,0.0,0.0,0.02560831112497554,0.0,0.0,0.02560831112497554
0.0,0.65/0.35,0.021638403615476372,-0.016529536345568953,0.039858797057455285,0.0179728631577807,-0.014994967282076378,0.047945560203067034
0.02,0.65/0.35,0.016771772178017914,-0.0174268176852337,0.04081671674053563,0.018607590398540978,-0.014877798415860623,0.0438914632160002
0.04,0.65/0.35,0.022671468920639495,-0.015597682415220257,0.050705034041883944,0.014599398037893025,-0.005823161687079741,0.06655505689811647
0.06,0.65/0.35,0.02272300753881723,0.0010541468683538066,0.048744089564586666,0.00895810892276698,-0.008424999897236586,0.0730543529972881
0.08,0.65/0.35,0.01328456341513928,0.0016891433440571525,0.021635135019387516,-0.0043537548009777586,-0.008424999897236586,0.023830087080369607
0.1,0.65/0.35,0.0,0.0,0.021635135019387516,0.0,0.001323964093012654,0.02295909911240017
0.12,0.65/0.35,0.0,0.0,0.021635135019387516,0.0,0.0,0.021635135019387516
0.14,0.65/0.35,0.0,0.0,0.0,0.0,0.0,0.0
0.16,0.65/0.35,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.6/0.4,0.017745315892024154,-0.01845403417540277,0.031308684692674886,0.011880940463903906,-0.00833931958802284,0.03414158728517734
0.02,0.6/0.4,0.013398306810282855,-0.0174741913746123,0.03242427055418985,0.008860625968084578,-0.006356911434583354,0.030852100523361632
0.04,0.6/0.4,0.016701336592699085,-0.003731347854245186,0.03096520638407106,0.01326391038385532,-0.003591996602673545,0.053607108903706735
0.06,0.6/0.4,0.004096111507294564,-0.006065278414452015,0.031025925354382006,-0.01437951967419945,0.0010124097868100914,0.015689648559835196
0.08,0.6/0.4,0.0,0.0,0.017661958913799496,0.0,0.0010124097868100914,0.018674368700609588
0.1,0.6/0.4,0.0,0.0,0.017661958913799496,0.0,0.0,0.017661958913799496
0.12,0.6/0.4,0.0,0.0,0.0,0.0,0.0,0.0
0.14,0.6/0.4,0.0,0.0,0.0,0.0,0.0,0.0
0.16,0.6/0.4,0.0,0.0,0.0,0.0,0.0,0.0
